id,related_object_url,reaction_count,comment_count,share_count,comment_plugin_count,extracted_at,feedback_sum
"65096659","https://www.statnews.com/2020/12/21/stats-most-memorable-photos-of-2020/","29","5","19","0","2020-12-25 01:59:07.126546+01","53"
"65096524","https://www.naturalnews.com/2020-10-21-study-debunks-claim-galaxy-made-of-dark-matter.html","0","0","0","0","2020-12-25 01:58:37.545234+01","0"
"65096532","https://www.naturalnews.com/2020-10-21-doj-finally-files-antitrust-lawsuit-against-google.html","0","0","0","0","2020-12-25 01:58:39.153277+01","0"
"65096538","https://www.naturalnews.com/2020-10-21-fashion-nova-launches-what-looks-like-a-pedophile-clothing-line-for-little-girls.html","0","0","0","0","2020-12-25 01:58:40.274713+01","0"
"65096580","https://www.medicaldaily.com/political-pressure-cdc-and-fda-covid-19-recommendations-456903","0","0","3","0","2020-12-25 01:58:49.628525+01","3"
"65096996","http://www.medicinenet.com/script/main/art.asp?articlekey=248089","0","0","0","0","2020-12-25 02:00:30.392453+01","0"
"65096988","https://www.statnews.com/2020/10/22/as-trump-misleadingly-boasts-of-rounding-the-turn-on-covid-19-biden-warns-of-dark-winter/?utm_campaign=rss","182","142","195","0","2020-12-25 02:00:28.35523+01","519"
"65097147","https://neurosciencenews.com/brain-stimulation-social-pain-17472/","96","4","68","0","2020-12-25 02:01:04.739739+01","168"
"65097157","https://www.healthcentral.com/slideshow/questions-to-ask-your-doctor-about-kidney-cancer","3","0","4","0","2020-12-25 02:01:06.577409+01","7"
"65097161","https://www.healthcentral.com/video/ulcerative-colitis-recommended-diet","0","0","0","0","2020-12-25 02:01:07.38053+01","0"
"65097469","http://feeds.foxnews.com/~r/foxnews/health/~3/uSB14tB3NYQ/us-reports-over-71000-new-coronavirus-cases","0","0","0","0","2020-12-25 02:02:16.45782+01","0"
"65097562","https://www.medicaldaily.com/vaccine-hesitancy-many-not-sure-covid-19-vaccine-safety-456862","45","5","23","0","2020-12-25 02:02:37.630185+01","73"
"65097487","https://www.dailymail.co.uk/sciencetech/article-9076301/Health-300-years-London-smallpox-data-suggests-tiny-virus-IMPROVE-survival-rates.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","2","1","20","0","2020-12-25 02:02:21.082296+01","23"
"65097492","https://www.dailymail.co.uk/news/article-9075017/Revealed-truth-Covid-mutation-threw-Christmas-plans-disarray.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","0","0","0","0","2020-12-25 02:02:22.209714+01","0"
"65097428","https://www.dailymail.co.uk/news/article-8871703/Almost-half-councils-England-saw-Covid-19-infection-rate-DROP-week.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","19","24","53","0","2020-12-25 02:02:08.332077+01","96"
"65097498","https://www.naturalnews.com/2020-10-23-facebook-demonetizes-babylon-bee-over-satire-article.html","0","0","0","0","2020-12-25 02:02:24.562926+01","0"
"65097534","https://www.naturalnews.com/2020-10-22-cruz-big-tech-believes-authority-over-press.html","0","0","0","0","2020-12-25 02:02:32.169969+01","0"
"65097671","https://healthimpactnews.com/2020/south-koreans-medical-association-urges-government-to-suspend-flu-shot-program-after-25-people-die/","50","20","97","0","2020-12-25 02:03:01.997206+01","167"
"65098079","https://www.naturalnews.com/2020-12-21-mike-lindell-fox-news-overthrow-trump-administration.html","0","0","0","0","2020-12-25 02:04:35.107403+01","0"
"65098141","https://www.healthcentral.com/video/is-rheumatoid-arthritis-curable","0","0","0","0","2020-12-25 02:04:49.224967+01","0"
"65098162","https://www.nytimes.com/2020/12/22/health/mexico-coronavirus-birth-pregnancy-midwives.html","2126","774","297","0","2020-12-25 02:04:53.73649+01","3197"
"65098461","https://www.dailymail.co.uk/health/article-8875423/Can-really-lose-weight-eating-MORE.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","12","12","39","0","2020-12-25 02:06:00.575084+01","63"
"65098465","https://www.dailymail.co.uk/health/article-8875207/Thousands-Britons-mouth-cancer-spared-chemotherapy-thanks-immune-boosting-drug.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","11","0","17","0","2020-12-25 02:06:01.29655+01","28"
"65098554","https://www.latimes.com/world-nation/story/2020-12-23/white-house-coronavirus-coordinator-deborah-birx-retire","8","1","6","0","2020-12-25 02:06:21.836992+01","15"
"65098511","https://www.latimes.com/world-nation/story/2020-10-24/white-house-top-pence-aide-tests-positive-for-coronavirus-vice-president-to-maintain-travel-schedule","93","73","64","0","2020-12-25 02:06:13.111971+01","230"
"65098777","http://feeds.foxnews.com/~r/foxnews/health/~3/RdQiill_p0I/exposed-to-coronavirus-know-when-to-isolate-vs-quarantine","0","0","0","0","2020-12-25 02:07:11.100818+01","0"
"65098976","https://www.naturalnews.com/2020-12-22-compromised-software-used-dominion-government-private-firms.html","0","0","0","0","2020-12-25 02:07:56.948815+01","0"
"65099648","http://feeds.foxnews.com/~r/foxnews/health/~3/S9skbNdELlY/coronavirus-hospitalizations-deaths-tennessee-critical-stage-health-official","0","0","0","0","2020-12-25 02:10:30.341977+01","0"
"65099768","https://healthimpactnews.com/2020/washington-d-c-bill-allows-children-11-years-and-older-to-be-vaccinated-without-parental-knowledge/","223","74","165","0","2020-12-25 02:11:16.141488+01","462"
"65100244","http://www.medicinenet.com/script/main/art.asp?articlekey=248209","1","0","1","0","2020-12-25 02:14:35.053022+01","2"
"65100573","https://www.medicaldaily.com/wildfire-ai-firefighter-health-risks-457021","0","0","3","0","2020-12-25 02:16:49.232832+01","3"
"65100983","https://www.nytimes.com/2020/10/29/style/can-i-tell-my-friend-her-halloween-costume-is-problematic.html","66","215","32","0","2020-12-25 02:19:44.406203+01","313"
"65101015","https://www.healthnutnews.com/nbc-moms-kicked-out-of-volusia-school-board-meeting-on-masks-for-refusing-to-wear-masks/","823","338","186","0","2020-12-25 02:19:56.130376+01","1347"
"65101026","http://thenewsdoctors.com/what-you-need-to-know-about-the-great-reset/","0","0","0","0","2020-12-25 02:20:02.590548+01","0"
"65101065","https://www.naturalnews.com/2020-10-28-chelsea-handler-reminds-black-people-how-theyre-allowed-to-vote.html","0","0","0","0","2020-12-25 02:20:15.68963+01","0"
"65101093","https://www.medicaldaily.com/boo-why-do-people-scary-movies-and-haunted-houses-457058","10","1","7","0","2020-12-25 02:20:28.456665+01","18"
"65101094","https://www.medicaldaily.com/children-and-type-2-diabetes-fixing-problem-part-2-457040","22","1","9","0","2020-12-25 02:20:28.839857+01","32"
"65101205","https://neurosciencenews.com/brainstem-neuron-behavior-17228/","90","1","86","0","2020-12-25 02:21:12.393878+01","177"
"65101411","https://www.naturalnews.com/2020-10-29-treason-joe-biden-sold-office-to-communist-china-for-cash.html","0","0","0","0","2020-12-25 02:22:37.323902+01","0"
"65101723","https://www.webmd.com/lung/news/20201029/antibodies-attack-the-body-in-some-covid-cases","1182","1121","417","0","2020-12-25 02:24:50.325101+01","2720"
"65101736","https://www.latimes.com/entertainment-arts/tv/story/2020-10-30/rose-parade-canceled-new-years-tv-special","270","24","43","0","2020-12-25 02:24:57.614411+01","337"
"65101837","https://www.latimes.com/world-nation/story/2020-10-31/coronavirus-has-claimed-more-than-90-000-lives-in-mexico-muting-the-countrys-iconic-day-of-the-dead","804","52","176","0","2020-12-25 02:25:38.986229+01","1032"
"65102402","https://www.statnews.com/2020/11/02/salt-quiet-pandemic-consuming-too-much-sodium/?utm_campaign=rss","83","25","73","0","2020-12-25 02:29:33.156658+01","181"
"65102406","https://www.who.int/news/item/30-10-2020-lymphatic-filariasis-reporting-continued-progress-towards-elimination-as-a-public-health-problem","7","1","18","0","2020-12-25 02:29:34.546739+01","26"
"65102516","https://www.statnews.com/2020/11/02/stealth-vc-firm-aditum-bio-launches-second-biotech-startup/?utm_campaign=rss","3","0","9","0","2020-12-25 02:30:20.606463+01","12"
"65102529","http://feeds.foxnews.com/~r/foxnews/health/~3/hm4JUA4zNZA/voting-coronavirus-election-day-safety-tips","0","0","0","0","2020-12-25 02:30:27.979958+01","0"
"65103446","https://www.ageofautism.com/2020/11/dr-fauci-says-the-covid-vaccine-will-not-prevent-covid.html","25","9","21","0","2020-12-25 02:36:49.868482+01","55"
"65103826","https://www.bones.nih.gov/health-info/bone/bone-health/juvenile","19","9","36","0","2020-12-25 02:39:27.564041+01","64"
"65104179","https://www.webmd.com/lung/news/20201105/telecommuting-shields-workers-from-covid-19-cdc-report","0","0","6","0","2020-12-25 02:41:55.12227+01","6"
"65104249","http://www.emedicinehealth.com/script/main/art.asp?articlekey=58631","144","250","165","0","2020-12-25 02:42:22.632718+01","559"
"65104484","https://www.naturalnews.com/2020-11-06-exposure-to-air-pollution-linked-to-memory-loss-equal-to-at-least-10-extra-years-of-aging-caution-researchers.html","0","0","0","0","2020-12-25 02:44:02.419618+01","0"
"65104522","https://www.naturalnews.com/2020-11-05-if-biden-wins-will-have-little-power-domestically.html","0","0","0","0","2020-12-25 02:44:15.792993+01","0"
"65104551","https://www.naturalnews.com/2020-11-04-cdc-issues-new-framework-for-cruise-ships.html","0","0","0","0","2020-12-25 02:44:28.105719+01","0"
"65104470","https://www.latimes.com/business/story/2020-11-06/column-coronavirus-southwest-travel-credit","190","64","74","0","2020-12-25 02:43:55.324445+01","328"
"65104482","https://www.naturalnews.com/2020-11-06-dhs-chief-chad-wolf-blasts-twitter-censorship-of-cpb-boss.html","0","0","0","0","2020-12-25 02:44:01.766473+01","0"
"65104502","https://www.naturalnews.com/2020-11-05-intelligence-expert-steve-pieczenik-sophisticated-sting-operation.html","0","0","0","0","2020-12-25 02:44:08.889548+01","0"
"65104563","https://www.naturalnews.com/2020-11-04-southern-california-wildfires-force-evacuations.html","0","0","0","0","2020-12-25 02:44:32.304826+01","0"
"65104580","https://www.naturalnews.com/2020-11-03-conflict-expert-issues-chilling-warning-trump-thousands-storm-white-house.html","0","0","0","0","2020-12-25 02:44:40.789307+01","0"
"65104730","https://www.statnews.com/pharmalot/2020/09/29/trump-biden-fda-opioids-covid19-coronavirus-vaccine/","0","0","7","0","2020-12-25 02:45:44.888063+01","7"
"65104800","https://www.statnews.com/2020/10/05/what-goes-into-the-decision-to-discharge-a-president-with-covid-19/","93","23","40","0","2020-12-25 02:46:13.968537+01","156"
"65104813","https://www.statnews.com/2020/10/06/president-trump-may-not-be-getting-best-care/","49","15","46","0","2020-12-25 02:46:18.628976+01","110"
"65104817","https://www.statnews.com/2020/10/07/virta-diabetes-coaching-prediabetes/","21","0","6","0","2020-12-25 02:46:20.136127+01","27"
"65104847","https://www.statnews.com/2020/10/09/it-shouldnt-take-medical-training-ensure-loved-one-gets-great-care/","567","129","153","0","2020-12-25 02:46:33.755382+01","849"
"65104851","https://www.statnews.com/pharmalot/2020/10/09/trump-regeneron-lilly-covid19-coronavirus-pandemic/","1","0","3","0","2020-12-25 02:46:35.342918+01","4"
"65104871","https://www.statnews.com/2020/10/13/fauci-trumps-rapid-recovery-from-covid-19-while-welcome-amplifies-public-misunderstanding-of-disease/","1793","635","432","0","2020-12-25 02:46:42.70628+01","2860"
"65104879","https://www.statnews.com/2020/10/14/new-california-law-should-serve-as-a-national-model-for-mental-health-care-reform/","1008","19","267","0","2020-12-25 02:46:48.274231+01","1294"
"65104788","https://www.statnews.com/2020/10/05/with-covid19-there-are-no-magic-bullets/","309","150","158","0","2020-12-25 02:46:09.418577+01","617"
"65104842","https://www.statnews.com/2020/10/08/fda-investigating-whether-intercept-pharma-drug-is-tied-to-potential-liver-injury-risk/","22","0","15","0","2020-12-25 02:46:31.86642+01","37"
"65105119","http://www.medicinenet.com/script/main/art.asp?articlekey=248662","2","0","1","0","2020-12-25 02:48:28.206443+01","3"
"65105120","http://www.medicinenet.com/script/main/art.asp?articlekey=248663","3","0","2","0","2020-12-25 02:48:28.576284+01","5"
"65105128","https://www.latimes.com/california/story/2020-11-06/orange-county-health-officials-focus-on-staying-in-the-red-tier-as-covid-19-counts-climb","32","8","10","0","2020-12-25 02:48:33.896729+01","50"
"65105339","https://www.nytimes.com/2020/11/07/at-home/diy-roller-coaster.html","68","11","63","0","2020-12-25 02:50:05.080132+01","142"
"65105341","https://www.nytimes.com/2020/11/07/at-home/coronavirus-friendsgiving.html","40","9","62","0","2020-12-25 02:50:05.700511+01","111"
"65105837","http://feeds.foxnews.com/~r/foxnews/health/~3/_WkMAw1VWpg/coronavirus-live-updates-11-9-2020","0","0","0","0","2020-12-25 02:53:35.636478+01","0"
"65105962","https://www.latimes.com/sports/soccer/story/2020-11-09/zlatan-ibrahimovic-coronavirus-scoring-ac-milan","5","0","8","0","2020-12-25 02:54:26.45735+01","13"
"65105965","https://www.latimes.com/sports/story/2020-11-09/utah-still-planning-for-ucla-game-despite-covid-19-outbreak","1","1","6","0","2020-12-25 02:54:27.556784+01","8"
"65106223","https://www.nytimes.com/2020/11/10/travel/virus-covid-travel-questions.html","323","61","364","0","2020-12-25 02:56:15.026852+01","748"
"65106231","https://www.ageofautism.com/2020/11/is-governor-cuomo-asking-for-a-presidential-exemption-to-the-pfizer-covid-vaccine.html","42","16","10","0","2020-12-25 02:56:20.216359+01","68"
"65106366","https://www.naturalnews.com/2020-11-09-message-to-trump-we-are-willing-to-put-our-lives-on-the-line.html","0","0","0","0","2020-12-25 02:57:12.093058+01","0"
"65106341","https://www.statnews.com/2020/11/10/spot-good-covid-19-vaccine-trials-results-when-you-see-them/?utm_campaign=rss","420","57","214","0","2020-12-25 02:57:02.627127+01","691"
"65106349","https://www.dailymail.co.uk/health/article-8933873/Superspreader-computer-model-shows-COVID-infections-cities-spread-restaurants-gyms.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","278","165","239","0","2020-12-25 02:57:05.607731+01","682"
"65106353","https://www.nytimes.com/2020/11/10/well/family/ibuprofen-vs-acetaminophen-for-pain-and-fever-in-infants.html","11","6","46","0","2020-12-25 02:57:07.092757+01","63"
"65106384","https://www.naturalnews.com/2020-11-09-left-wing-threaten-trump-supporters.html","0","0","0","0","2020-12-25 02:57:20.732899+01","0"
"65106534","https://themindunleashed.com/2020/11/mike-pompeo-says-he-predicts-a-smooth-transition-to-second-trump-administration.html","3806","1917","229","0","2020-12-25 02:58:25.659332+01","5952"
"65106600","https://www.naturalhealth365.com/health-benefits-of-chickpeas-3621.html","52","38","45","0","2020-12-25 02:58:54.292451+01","135"
"65106590","http://www.emedicinehealth.com/script/main/art.asp?articlekey=113272","28","18","52","0","2020-12-25 02:58:50.301149+01","98"
"65106594","https://www.ninds.nih.gov/Disorders/Patient-Caregiver-Education/Hope-Through-Research/Frontotemporal-Disorders","23","23","19","0","2020-12-25 02:58:51.887901+01","65"
"65106678","https://www.dailymail.co.uk/news/article-8934985/None-Londons-boroughs-Englands-100-Covid-hotspots.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","0","0","0","0","2020-12-25 02:59:29.959717+01","0"
"65106710","https://kellybroganmd.com/reclaim-your-self-silent-retreat-as-a-healing-tool/","20","5","16","0","2020-12-25 02:59:42.598516+01","41"
"65107092","http://www.medicinenet.com/script/main/art.asp?articlekey=248763","0","0","0","0","2020-12-25 03:02:23.43158+01","0"
"65107100","http://www.emedicinehealth.com/script/main/art.asp?articlekey=248836","0","0","0","0","2020-12-25 03:02:26.134774+01","0"
"65107204","http://feeds.foxnews.com/~r/foxnews/health/~3/YBl5C9BBvHk/ukraine-president-zelenskiy-hospitalized-due-to-the-coronavirus-report","975","604","144","0","2020-12-25 03:03:08.448441+01","1723"
"65107400","https://www.statnews.com/2020/11/12/modernas-imminent-vaccine-data-a-safer-take-on-gene-therapy-whos-going-to-run-the-fda/","0","0","0","0","2020-12-25 03:04:31.580238+01","0"
"65107412","https://www.dailymail.co.uk/news/article-8941489/NHS-waiting-list-routine-treatment-hits-12-year-high.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","257","167","106","0","2020-12-25 03:04:35.935588+01","530"
"65107424","https://www.latimes.com/california/story/2020-11-12/pasadena-restaurant-coronavirus-assistance-program","28","10","6","0","2020-12-25 03:04:40.43375+01","44"
"65107582","https://themindunleashed.com/2020/11/as-millions-face-eviction-senate-proposes-nearly-700-billion-for-pentagon.html","2398","645","714","0","2020-12-25 03:05:50.406374+01","3757"
"65107426","https://www.latimes.com/business/story/2020-11-12/column-biden-healthcare-public-option","91","74","16","0","2020-12-25 03:04:43.470235+01","181"
"65107576","https://www.statnews.com/2020/11/12/podcast-pfizer-covid-19-vaccine-data-fda-alzheimers-quandary-biostatistician/","16","2","14","0","2020-12-25 03:05:48.006362+01","32"
"65152584","http://www.medicinenet.com/script/main/art.asp?articlekey=247570","0","0","0","0","2020-12-25 16:27:27.085152+01","0"
"65107665","https://www.healthcentral.com/slideshow/her2-breast-cancer-facts","1604","547","458","0","2020-12-25 03:06:25.107298+01","2609"
"65107775","https://www.nytimes.com/2020/11/13/well/family/singing-my-dad-back-to-me.html","1747","597","374","0","2020-12-25 03:07:12.636882+01","2718"
"65107945","https://www.dailymail.co.uk/sciencetech/article-8945981/COVID-19-Viral-mutations-MINK-produce-deadly-strain-EU-health-agency-warns.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","350","236","263","0","2020-12-25 03:08:25.451669+01","849"
"65107956","https://www.latimes.com/travel/story/2020-11-13/covid-19-holiday-travel-how-to-drive-safely","15","7","9","0","2020-12-25 03:08:29.651682+01","31"
"65107972","https://www.naturalnews.com/2020-11-12-starved-and-homeless-joe-bidens-covid-19-taskforce-vaccines.html","0","0","0","0","2020-12-25 03:08:35.366918+01","0"
"65107977","https://www.naturalnews.com/2020-11-12-detroit-vote-counting-computers-connected-to-internet.html","0","0","0","0","2020-12-25 03:08:39.458279+01","0"
"65108115","http://www.medicinenet.com/script/main/art.asp?articlekey=248895","0","0","0","0","2020-12-25 03:09:33.389948+01","0"
"65108097","https://www.medicaldaily.com/pandemic-naysayers-sneak-hospital-see-if-icu-full-457392","147","91","136","0","2020-12-25 03:09:27.254018+01","374"
"65108464","https://www.statnews.com/2020/11/13/an-ssri-for-covid-19-cancer-trial-recruitment-vaccines-for-the-placebo-arm/","0","0","0","0","2020-12-25 03:12:00.600282+01","0"
"65108674","https://www.dailymail.co.uk/news/article-8953043/Coronavirus-UK-scientist-says-risk-reinfection-low-people-cautious.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","0","0","0","0","2020-12-25 03:13:31.760992+01","0"
"65108982","https://www.nytimes.com/2020/11/16/health/albert-r-jonsen-dead.html","3618","182","217","0","2020-12-25 03:15:40.506391+01","4017"
"65109091","https://www.statnews.com/2020/11/17/amazon-pharmacy-prescriptions-pillpack/","51","4","60","0","2020-12-25 03:16:23.64996+01","115"
"65109103","https://neurosciencenews.com/mediterranean-diet-stress-17285/","100","6","125","0","2020-12-25 03:16:27.813197+01","231"
"65109212","https://www.naturalnews.com/2020-11-16-cnn-msnbc-blame-trump-supporters-for-violence.html","0","0","0","0","2020-12-25 03:17:11.633994+01","0"
"65109537","https://www.statnews.com/2020/11/18/covid-19-algorithms-reliability-epic-cerner/?utm_campaign=rss","30","12","49","0","2020-12-25 03:19:23.323251+01","91"
"65109541","https://neurosciencenews.com/motor-behavior-reach-graps-17287/","71","1","31","0","2020-12-25 03:19:24.782779+01","103"
"65109929","http://www.medicinenet.com/script/main/art.asp?articlekey=249023","0","0","0","0","2020-12-25 03:22:08.920413+01","0"
"65110052","https://www.nytimes.com/2020/11/19/magazine/parsonage-turner-syndrome.html","151","67","127","0","2020-12-25 03:23:02.224677+01","345"
"65110251","https://www.naturalnews.com/2020-11-18-how-to-survive-the-next-energy-crisis.html","0","0","0","0","2020-12-25 03:24:26.01144+01","0"
"65110586","https://www.who.int/news/item/20-11-2020-accelerate-access-to-effective-paediatric-hiv-and-tuberculosis-diagnostics-and-medicines","2","1","14","0","2020-12-25 03:26:49.694052+01","17"
"65111383","https://www.webmd.com/lung/news/20201120/why-are-covid-cases-increasing-so-fast-right-now","2296","3308","1025","0","2020-12-25 03:32:18.007121+01","6629"
"65111886","https://www.naturalnews.com/2020-11-23-leftists-threaten-violence-those-supporting-honest-elections.html","0","0","0","0","2020-12-25 03:35:47.350197+01","0"
"65111951","https://www.who.int/news/item/23-11-2020-countdown-to-2030-launches-expanded-2020-country-profiles-on-early-childhood-development","0","0","3","0","2020-12-25 03:36:12.027205+01","3"
"65112018","https://www.latimes.com/world-nation/story/2020-12-18/south-dakota-sioux-falls-coronavirus","99","32","59","0","2020-12-25 04:11:26.238968+01","190"
"65112366","http://thenewsdoctors.com/study-feeding-pigs-human-food-canceled-for-cruelty/","0","0","0","0","2020-12-25 04:13:58.42842+01","0"
"65112347","https://www.nytimes.com/2020/12/17/health/covid-vaccine-fda-moderna.html","34515","4318","3228","0","2020-12-25 04:13:48.954868+01","42061"
"65112368","https://themindunleashed.com/2020/12/study-finds-eating-chili-peppers-could-extend-your-life.html","703","279","213","0","2020-12-25 04:13:59.129898+01","1195"
"65112451","https://www.ageofautism.com/2020/12/ashes-ashes-we-all-fall-down.html","13","3","9","0","2020-12-25 04:14:31.315431+01","25"
"65112480","https://www.latimes.com/world-nation/story/2020-12-19/hospital-fire-kills-9-covid-19-patients-at-icu-in-turkey","256","22","18","0","2020-12-25 04:14:44.200513+01","296"
"65112475","https://www.latimes.com/lifestyle/story/2020-12-19/where-to-find-la-christmas-eve-church-services","314","267","43","0","2020-12-25 04:14:42.304355+01","624"
"65112603","https://www.nytimes.com/2020/12/18/health/covid-vaccine-fda-moderna.html","46879","4766","3616","0","2020-12-25 04:15:34.599028+01","55261"
"65112701","https://www.latimes.com/opinion/story/2020-12-20/covid-los-angeles-cities-remote-work","186","29","53","0","2020-12-25 04:16:15.026163+01","268"
"65112769","https://www.naturalnews.com/2020-12-19-seattle-considering-bill-legalize-misdemeanor-crimes.html","0","0","0","0","2020-12-25 04:16:45.178229+01","0"
"65112794","https://www.statnews.com/pharmalot/2020/12/20/sackler-purdue-opioids-lawsuits/?utm_campaign=rss","60","11","51","0","2020-12-25 04:16:53.806494+01","122"
"65112771","https://www.naturalnews.com/2020-12-19-navy-patents-suggest-military-possesses-alien-technology.html","0","0","0","0","2020-12-25 04:16:45.810287+01","0"
"65113730","https://www.nytimes.com/2020/12/22/health/mexico-coronavirus-birth-pregnancy-midwives.html","2135","774","298","0","2020-12-25 04:23:17.161076+01","3207"
"65114489","https://www.ageofautism.com/2020/12/and-to-all-good-night.html","0","0","0","0","2020-12-25 04:28:50.428028+01","0"
"65114477","http://feeds.foxnews.com/~r/foxnews/health/~3/S9skbNdELlY/coronavirus-hospitalizations-deaths-tennessee-critical-stage-health-official","0","0","0","0","2020-12-25 04:28:45.899932+01","0"
"65114546","https://www.latimes.com/world-nation/story/2020-12-18/south-dakota-sioux-falls-coronavirus","104","32","60","0","2020-12-25 06:29:34.304566+01","196"
"65114657","https://www.statnews.com/2020/12/18/kulkarni-victorious-in-best-biopharma-ceo-vote-leschly-tops-worst-list/?utm_campaign=rss","2","0","5","0","2020-12-25 06:30:16.494785+01","7"
"65114881","http://thenewsdoctors.com/study-feeding-pigs-human-food-canceled-for-cruelty/","0","0","0","0","2020-12-25 06:31:43.697274+01","0"
"65114990","https://www.latimes.com/lifestyle/story/2020-12-19/where-to-find-la-christmas-eve-church-services","314","267","43","0","2020-12-25 06:32:28.65896+01","624"
"65114995","https://www.latimes.com/world-nation/story/2020-12-19/hospital-fire-kills-9-covid-19-patients-at-icu-in-turkey","256","22","18","0","2020-12-25 06:32:30.476546+01","296"
"65115286","https://www.naturalnews.com/2020-12-19-navy-patents-suggest-military-possesses-alien-technology.html","0","0","0","0","2020-12-25 06:34:23.512258+01","0"
"65115284","https://www.naturalnews.com/2020-12-19-seattle-considering-bill-legalize-misdemeanor-crimes.html","0","0","0","0","2020-12-25 06:34:22.889013+01","0"
"65115489","https://www.statnews.com/2020/12/21/stats-most-memorable-photos-of-2020/","30","5","19","0","2020-12-25 06:35:39.781006+01","54"
"65115590","https://www.latimes.com/homeless-housing/story/2020-12-21/california-population-growth-record-low-housing-crisis-covid-19-coronavirus","8","18","32","0","2020-12-25 06:36:18.131498+01","58"
"65115675","https://www.naturalnews.com/2020-12-20-situation-update-dec-20th-the-misdirection-ploy.html","0","0","0","0","2020-12-25 06:36:47.076105+01","0"
"65115749","https://www.dailymail.co.uk/health/article-9076245/New-online-tool-reveals-coronavirus-vaccine.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","0","0","0","0","2020-12-25 06:37:16.435701+01","0"
"65115800","https://www.webmd.com/heart-disease/news/20201221/women-less-likely-to-survive-out-of-hospital-cardiac-arrest","5","8","21","0","2020-12-25 06:37:37.976772+01","34"
"65115911","https://www.dailymail.co.uk/news/article-9075017/Revealed-truth-Covid-mutation-threw-Christmas-plans-disarray.html?ns_mchannel=rss&ns_campaign=1490&ito=1490","0","0","0","0","2020-12-25 06:38:19.707368+01","0"
"65116801","https://www.webmd.com/lung/news/20201222/covid-doesnt-pass-from-mom-to-fetus-during-pregnancy-study","4","1","19","0","2020-12-25 06:44:21.019204+01","24"
"65116639","https://www.naturalnews.com/2020-12-22-left-is-questioning-mitch-mcconnells-vote-totals.html","0","0","0","0","2020-12-25 06:43:12.234349+01","0"
"65116972","https://www.latimes.com/world-nation/story/2020-12-24/new-coronavirus-strain-has-emerged-nigeria","15","10","42","0","2020-12-25 06:45:08.028705+01","67"
"65117239","https://ccr.cancer.gov/news/article/clinical-trial-studies-modified-treatment-regimen-for-patients-with-b-all","0","0","0","0","2020-12-25 06:46:22.684694+01","0"
"65117251","https://www.nytimes.com/interactive/2020/11/24/well/thanksgiving-tips.html","0","0","9","0","2020-12-25 06:46:26.599913+01","9"
"65117255","https://www.latimes.com/food/story/2020-11-24/koreatown-ob-bear-fire","29","3","5","0","2020-12-25 06:46:27.888288+01","37"
"65117142","https://www.ageofautism.com/2020/12/and-to-all-good-night.html","0","0","3","0","2020-12-25 06:45:43.806692+01","3"
"65117236","https://vaxopedia.org/2020/11/24/covid-19-trends-you-dont-want-to-see/","10","16","8","0","2020-12-25 06:46:21.651735+01","34"
"65117269","https://www.medicaldaily.com/dr-fauci-coronavirus-vaccine-could-begin-december-457531","34","3","11","0","2020-12-25 06:46:34.79235+01","48"
"65117401","https://www.statnews.com/2020/11/24/which-drugs-target-trump-international-policy/","4","1","5","0","2020-12-25 06:47:27.268181+01","10"
"65118281","https://medicalkidnap.com/2020/11/26/are-hospitals-really-over-crowded-due-to-covid-sick-patients/","68","23","48","0","2020-12-25 06:53:18.28194+01","139"
"65118588","https://www.naturalnews.com/2020-11-26-trump-tells-pennsylvania-community-hearing-dems-cheated.html","0","0","0","0","2020-12-25 06:55:12.534182+01","0"
"65119102","https://www.naturalnews.com/2020-11-27-data-analyst-evidence-of-vote-ratio-transfers-philadelphia.html","0","0","0","0","2020-12-25 06:58:27.943225+01","0"
"65119210","https://vaccineimpact.com/2020/statistics-show-that-the-number-of-people-who-died-in-the-u-s-in-2020-will-be-the-same-as-previous-years-in-spite-of-covid/","952","391","804","0","2020-12-25 06:59:10.004208+01","2147"
"65120696","https://althealthworks.com/21243/the-truth-about-almond-milk-industry-insiders-shocking-admission/","3","0","7","0","2020-12-25 07:08:47.992147+01","10"
"65120734","https://wakeup-world.com/2020/12/03/5-real-physiological-causes-of-depression/","33","0","17","0","2020-12-25 07:09:04.276969+01","50"
"65120894","https://www.ageofautism.com/2020/12/ah-yes-believers-in-covidicut.html","1","0","4","0","2020-12-25 07:10:08.295545+01","5"
"65121088","https://www.naturalnews.com/2020-12-02-the-big-tech-occupation.html","0","0","0","0","2020-12-25 07:11:26.304728+01","0"
"65121100","https://www.healthcentral.com/article/juvenile-idiopathic-arthritis-social-influencers","3","0","3","0","2020-12-25 07:11:30.77592+01","6"
